problem,treatment,num_tests,dilution,finished,solution_found,first_gen_found,max_gen,max_score,max_actual_score,solved_all_training,overfit_prog_id,replicate_id,seed,directory,behavioral_diversity,unique_behavioral_diversity,num_taxa,total_orgs,ave_depth,num_roots,mrca_depth,diversity,mrca_changes,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,current_phylogenetic_diversity,tree_size,num_sparse_taxa,mean_sparse_pairwise_distances,sum_sparse_pairwise_distances,variance_sparse_pairwise_distances
for-loop-index,full,25,0_00000,False,True,183,182,96,96,True,-1,2,453102,for-loop-index/full/100/0_00000/453102/,4.40918,219.0,2000,2000,180.477,1,23,10.9666,2,2.2112,0.116146,123.225,36.6956,13.9547,1,308,1600.04,3443,3444,2045,6,13221804,4
for-loop-index,full,25,0_00000,False,False,-1,300,21,21,False,-1,3,453103,for-loop-index/full/100/0_00000/453103/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,True,81,80,96,96,True,-1,4,453104,for-loop-index/full/100/0_00000/453104/,3.0894,114.0,1996,2000,80.5075,1,16,10.9626,4,1.79329,0.0577015,41.7989,5.43624,13.4477,1,130,408.07,2615,2616,2052,6,12076190,6
for-loop-index,full,25,0_00000,False,True,231,230,93,93,True,-1,5,453105,for-loop-index/full/100/0_00000/453105/,3.53214,153.0,1834,2000,219.373,1,66,10.5338,7,1.86493,0.0873877,158,23.4735,5.70813,1,277,194.199,2494,2495,1857,4,6956131,2
for-loop-index,full,25,0_00000,False,False,-1,300,70,70,False,-1,6,453106,for-loop-index/full/100/0_00000/453106/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,True,95,94,96,96,True,-1,7,453107,for-loop-index/full/100/0_00000/453107/,3.62209,145.0,1770,2000,94.3135,1,73,10.3019,8,1.75678,0.0213552,14.6,1.61509,17.2075,1,43,168.209,2174,2175,1836,6,9915203,10
for-loop-index,full,25,0_00000,False,False,-1,300,23,23,False,-1,8,453108,for-loop-index/full/100/0_00000/453108/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,False,-1,300,24,24,False,-1,9,453109,for-loop-index/full/100/0_00000/453109/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,True,76,75,69,69,True,-1,10,453110,for-loop-index/full/100/0_00000/453110/,6.64828,357.0,1950,2000,73.2635,1,28,10.8352,4,2.29609,0.027647,34.2899,5.82441,18.8547,1,91,579.09,3409,3410,2266,9,17578608,35
for-loop-index,full,25,0_00000,False,False,-1,300,22,22,False,-1,11,453111,for-loop-index/full/100/0_00000/453111/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,True,100,99,100,100,True,-1,12,453112,for-loop-index/full/100/0_00000/453112/,2.94666,110.0,1965,2000,97.454,1,95,10.9262,6,1.37077,0.0119048,2.00524,0.232646,4.71873,1,6,0.919447,2060,2061,1966,4,9105398,0
for-loop-index,full,25,0_00000,False,True,119,118,99,99,True,-1,13,453113,for-loop-index/full/100/0_00000/453113/,5.4326,346.0,2000,2000,117.472,1,103,10.9666,7,2.26275,0.0146559,14.0081,2.22635,21.2071,1,29,132.198,3620,3621,2509,8,16495901,15
for-loop-index,full,25,0_00000,False,True,100,99,93,93,True,-1,14,453114,for-loop-index/full/100/0_00000/453114/,4.67768,248.0,1990,2000,98.4875,1,16,10.9534,3,1.72946,0.0510787,63.6667,3.32195,9.48011,1,167,272.258,2462,2463,2056,6,12577278,4
for-loop-index,full,25,0_00000,False,False,-1,300,17,17,False,-1,15,453115,for-loop-index/full/100/0_00000/453115/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,True,100,99,96,96,True,-1,16,453116,for-loop-index/full/100/0_00000/453116/,4.04573,169.0,2000,2000,100.484,1,70,10.9666,7,2.85786,0.0315542,31,10.924,26.9569,1,61,781.713,4782,4783,2389,7,14315185,23
for-loop-index,full,25,0_00000,False,False,-1,300,20,20,False,-1,17,453117,for-loop-index/full/100/0_00000/453117/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,True,221,220,96,96,True,-1,18,453118,for-loop-index/full/100/0_00000/453118/,3.57351,156.0,1987,2000,219.48,1,187,10.951,7,1.93425,0.0337154,30.1006,4.90401,14.8463,1,65,348.829,3047,3048,2102,8,16123096,8
for-loop-index,full,25,0_00000,False,True,27,26,79,79,True,-1,19,453119,for-loop-index/full/100/0_00000/453119/,4.76713,196.0,1936,2000,25.555,1,4,10.831,2,1.59492,0.0149725,13.5385,0.748551,10.212,1,46,148.096,2127,2128,1979,5,9750156,9
for-loop-index,full,25,0_00000,False,True,182,181,93,93,True,-1,20,453120,for-loop-index/full/100/0_00000/453120/,4.00684,214.0,1999,2000,182.491,1,16,10.9656,1,2.13157,0.0861912,76.1667,11.7597,12.886,1,333,1357.81,3272,3273,2153,4,9836924,8
for-loop-index,full,25,0_00000,False,False,-1,300,24,24,False,-1,21,453121,for-loop-index/full/100/0_00000/453121/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,False,-1,300,17,17,False,-1,22,453122,for-loop-index/full/100/0_00000/453122/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,True,139,138,96,96,True,-1,23,453123,for-loop-index/full/100/0_00000/453123/,3.21811,133.0,1870,2000,130.286,1,93,10.7203,3,1.69383,0.0357531,29.0044,1.7066,10.8681,1,75,219.133,2268,2269,1915,7,12765187,5
for-loop-index,full,25,0_00000,False,False,-1,300,17,17,False,-1,24,453124,for-loop-index/full/100/0_00000/453124/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,False,-1,300,99,99,False,-1,25,453125,for-loop-index/full/100/0_00000/453125/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,True,73,72,96,96,True,-1,26,453126,for-loop-index/full/100/0_00000/453126/,3.35338,148.0,1880,2000,71.2605,1,29,10.7298,6,1.69495,0.023946,38.0032,2.60877,6.21943,1,79,203.904,2211,2212,1908,3,6006609,3
for-loop-index,full,25,0_00000,False,True,137,136,100,100,True,-1,27,453127,for-loop-index/full/100/0_00000/453127/,4.46445,240.0,1997,2000,136.494,1,132,10.9636,7,1.36744,0.00848757,2.00735,0.238938,5.88889,1,10,5.73884,2136,2137,2002,4,9791656,1
for-loop-index,full,25,0_00000,False,True,253,252,99,99,True,-1,28,453128,for-loop-index/full/100/0_00000/453128/,6.72941,343.0,1355,2000,158.237,1,39,8.79962,4,2.84431,0.153742,205,111.116,9.1647,1,263,783.359,2503,2504,1382,3,3574620,2
for-loop-index,full,25,0_00000,False,False,-1,300,17,17,False,-1,29,453129,for-loop-index/full/100/0_00000/453129/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,True,101,100,96,96,True,-1,30,453130,for-loop-index/full/100/0_00000/453130/,2.96685,128.0,1908,2000,99.4185,1,46,10.8035,9,1.76214,0.029865,40.0084,4.35993,6.35151,1,109,220.587,2429,2430,1951,3,6125875,2
for-loop-index,full,25,0_00000,False,True,109,108,100,100,True,-1,31,453131,for-loop-index/full/100/0_00000/453131/,3.30811,169.0,1999,2000,109.495,1,101,10.9656,5,2.06423,0.493365,6.00519,0.737346,14.928,1,18,9.0896,3542,3543,2539,8,17213072,3
for-loop-index,full,25,0_00000,False,False,-1,300,23,23,False,-1,32,453132,for-loop-index/full/100/0_00000/453132/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,False,-1,300,20,20,False,-1,33,453133,for-loop-index/full/100/0_00000/453133/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,False,-1,300,23,23,False,-1,34,453134,for-loop-index/full/100/0_00000/453134/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,False,-1,300,59,59,False,-1,35,453135,for-loop-index/full/100/0_00000/453135/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,False,-1,300,74,74,False,-1,36,453136,for-loop-index/full/100/0_00000/453136/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,False,-1,300,17,17,False,-1,37,453137,for-loop-index/full/100/0_00000/453137/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,False,-1,300,82,82,False,-1,38,453138,for-loop-index/full/100/0_00000/453138/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,True,116,115,69,69,True,-1,39,453139,for-loop-index/full/100/0_00000/453139/,5.53604,220.0,2000,2000,116.5,1,19,10.9666,1,2.1545,0.0518308,35.8264,5.73846,12.649,1,195,759.359,3329,3330,2268,5,11582200,10
for-loop-index,full,25,0_00000,False,True,110,109,95,95,True,-1,40,453140,for-loop-index/full/100/0_00000/453140/,5.51166,275.0,1999,2000,110.498,1,95,10.9656,6,1.97924,0.0148783,7.04738,1.28698,16.0771,1,31,158.336,3052,3053,2422,7,14957250,12
for-loop-index,full,25,0_00000,False,True,98,97,96,96,True,-1,41,453141,for-loop-index/full/100/0_00000/453141/,3.33329,115.0,1997,2000,98.497,1,8,10.9636,2,1.69256,0.0567527,68,5.10687,6.16626,1,181,231.717,2392,2393,2036,3,6428392,2
for-loop-index,full,25,0_00000,False,True,63,62,100,100,True,-1,42,453142,for-loop-index/full/100/0_00000/453142/,3.69669,166.0,1997,2000,62.4955,1,60,10.9636,5,1.3588,0.0110294,2.00442,0.231683,4.73996,1,6,0.949612,2063,2064,2004,4,9446760,0
for-loop-index,full,25,0_00000,False,False,-1,300,24,24,False,-1,43,453143,for-loop-index/full/100/0_00000/453143/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,True,75,74,93,93,True,-1,44,453144,for-loop-index/full/100/0_00000/453144/,6.36262,376.0,2000,2000,74.4955,1,7,10.9666,3,1.66685,0.0368809,69,2.74154,7.38342,1,136,30.9975,2339,2340,2098,5,10595623,5
for-loop-index,full,25,0_00000,False,True,148,147,93,93,True,-1,45,453145,for-loop-index/full/100/0_00000/453145/,3.98276,204.0,1990,2000,147.486,1,108,10.954,5,1.66535,0.0236755,16.8485,1.55908,8.17962,1,79,170.555,2432,2433,2038,5,10129833,4
for-loop-index,full,25,0_00000,False,True,209,208,96,96,True,-1,46,453146,for-loop-index/full/100/0_00000/453146/,4.04071,217.0,1998,2000,205.487,1,30,10.9646,3,1.9243,0.114166,39.4404,6.31286,27.4993,1,355,4402.41,2858,2859,2048,7,14877194,5
for-loop-index,full,25,0_00000,False,False,-1,300,15,15,False,-1,47,453147,for-loop-index/full/100/0_00000/453147/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,False,-1,300,22,22,False,-1,48,453148,for-loop-index/full/100/0_00000/453148/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,25,0_00000,False,True,191,190,93,93,True,-1,49,453149,for-loop-index/full/100/0_00000/453149/,4.74194,259.0,1999,2000,188.441,1,146,10.9656,6,1.76348,0.0274467,35.8462,2.52457,10.9267,1,87,369.512,2634,2635,2085,5,10427072,7
for-loop-index,full,10,0_00000,False,True,147,146,80,80,True,-1,0,454100,for-loop-index/full/100/0_00000/454100/,5.87951,358.0,1531,2000,145.201,1,55,9.03718,5,2.52614,0.06802,22.3333,3.35468,17.2136,1,182,350.834,2550,2551,1801,8,9531394,14
for-loop-index,full,10,0_00000,False,True,110,109,18,18,True,-1,1,454101,for-loop-index/full/100/0_00000/454101/,7.53921,381.0,1837,2000,106.312,1,11,10.4511,3,3.44948,0.0728964,91.0116,19.0568,71.9022,1,184,4879.46,4902,4903,2279,14,24149284,74
for-loop-index,full,10,0_00000,False,False,-1,300,23,23,False,-1,2,454102,for-loop-index/full/100/0_00000/454102/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,79,78,97,97,True,-1,3,454103,for-loop-index/full/100/0_00000/454103/,4.84812,231.0,1990,2000,77.4555,1,59,10.949,4,1.73834,0.0109441,7.8,0.655581,5.62666,1,37,10.4516,2478,2479,2218,5,10147592,4
for-loop-index,full,10,0_00000,False,False,-1,300,20,20,False,-1,4,454104,for-loop-index/full/100/0_00000/454104/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,False,-1,300,45,45,False,-1,5,454105,for-loop-index/full/100/0_00000/454105/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,False,-1,300,23,23,False,-1,6,454106,for-loop-index/full/100/0_00000/454106/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,86,85,95,95,True,-1,7,454107,for-loop-index/full/100/0_00000/454107/,4.70002,262.0,1989,2000,84.168,1,54,10.9451,3,2.84857,0.0259852,20.0089,4.93196,31.7473,1,61,340.442,4600,4601,2632,10,21349016,30
for-loop-index,full,10,0_00000,False,True,96,95,100,100,True,-1,8,454108,for-loop-index/full/100/0_00000/454108/,3.84482,180.0,1872,2000,89.267,1,78,10.8293,7,2.82648,0.535714,14,1.54309,22.4843,1,28,8.18545,3935,3936,2440,9,17001542,4
for-loop-index,full,10,0_00000,False,False,-1,300,19,19,False,-1,9,454109,for-loop-index/full/100/0_00000/454109/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,36,35,87,87,True,-1,10,454110,for-loop-index/full/100/0_00000/454110/,5.89055,389.0,1934,2000,33.425,1,13,10.7918,5,1.82262,0.0123621,12.0047,1.34258,9.57422,1,39,100.675,2536,2537,2110,4,9194450,12
for-loop-index,full,10,0_00000,False,True,73,72,99,99,True,-1,11,454111,for-loop-index/full/100/0_00000/454111/,4.08142,158.0,1998,2000,73.4975,1,69,10.9642,6,1.72873,0.00472068,3.02174,0.575682,6.416,1,9,8.68242,2521,2522,2272,5,11459643,6
for-loop-index,full,10,0_00000,False,False,-1,300,98,98,False,-1,12,454112,for-loop-index/full/100/0_00000/454112/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,False,-1,300,27,27,False,-1,13,454113,for-loop-index/full/100/0_00000/454113/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,False,-1,300,27,27,False,-1,14,454114,for-loop-index/full/100/0_00000/454114/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,False,-1,300,46,46,False,-1,15,454115,for-loop-index/full/100/0_00000/454115/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,221,220,99,99,True,-1,16,454116,for-loop-index/full/100/0_00000/454116/,5.58683,314.0,1952,2000,212.471,1,155,10.8719,5,2.59752,0.0396919,31.5016,8.46363,41.6713,1,120,1796.04,4125,4126,2270,7,14177913,17
for-loop-index,full,10,0_00000,False,True,78,77,95,95,True,-1,17,454117,for-loop-index/full/100/0_00000/454117/,4.42812,211.0,1953,2000,77.0905,1,38,10.8676,5,2.97317,0.0325013,37.0227,9.0852,42.0535,1,80,1266.9,4646,4647,2405,8,16905518,24
for-loop-index,full,10,0_00000,False,True,71,70,93,93,True,-1,18,454118,for-loop-index/full/100/0_00000/454118/,3.35119,115.0,2000,2000,71.4875,1,19,10.9666,3,1.83863,0.0274497,30.0115,3.40033,8.96147,1,105,281.088,2707,2708,2089,4,8185247,6
for-loop-index,full,10,0_00000,False,True,275,274,99,99,True,-1,19,454119,for-loop-index/full/100/0_00000/454119/,7.73662,625.0,1997,2000,274.471,1,264,10.9626,9,1.94478,0.00874106,7.00763,1.18628,11.3816,1,21,61.9725,3128,3129,2389,6,12948654,10
for-loop-index,full,10,0_00000,False,False,-1,300,17,17,False,-1,20,454120,for-loop-index/full/100/0_00000/454120/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,False,-1,300,27,27,False,-1,21,454121,for-loop-index/full/100/0_00000/454121/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,50,49,76,76,True,-1,22,454122,for-loop-index/full/100/0_00000/454122/,5.37463,239.0,1977,2000,49.4345,1,7,10.9192,1,2.26008,0.0238274,34.0046,5.47101,11.2244,1,85,180.682,3435,3436,2272,5,11035940,13
for-loop-index,full,10,0_00000,False,True,83,82,100,100,True,-1,23,454123,for-loop-index/full/100/0_00000/454123/,4.5209,234.0,1989,2000,82.4845,1,80,10.9548,8,1.37991,0.0029383,2.00103,0.250032,3.97606,1,6,1.51076,2069,2070,1990,3,7860934,1
for-loop-index,full,10,0_00000,False,True,43,42,96,96,True,-1,24,454124,for-loop-index/full/100/0_00000/454124/,2.71729,106.0,1769,2000,43.3805,1,0,10.3639,1,1.61023,0.0249589,22.5122,1.35566,7.24513,1,87,329.653,1989,1990,1790,3,5268582,3
for-loop-index,full,10,0_00000,False,False,-1,300,96,96,False,-1,25,454125,for-loop-index/full/100/0_00000/454125/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,247,246,100,100,True,-1,26,454126,for-loop-index/full/100/0_00000/454126/,4.76868,249.0,1980,2000,242.069,1,140,10.9466,7,3.41788,0.731353,47.3512,4.97579,154.778,1,212,2613.12,6047,6048,2632,20,39883473,23
for-loop-index,full,10,0_00000,False,False,-1,300,28,28,False,-1,27,454127,for-loop-index/full/100/0_00000/454127/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,158,157,100,100,True,-1,28,454128,for-loop-index/full/100/0_00000/454128/,5.55973,379.0,2000,2000,158.478,1,121,10.9666,7,2.69671,0.586439,37.0008,2.08112,71.2352,1,76,131.993,4774,4775,2623,15,30695871,10
for-loop-index,full,10,0_00000,False,False,-1,300,82,82,False,-1,29,454129,for-loop-index/full/100/0_00000/454129/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,77,76,96,96,True,-1,30,454130,for-loop-index/full/100/0_00000/454130/,2.72438,98.0,1872,2000,74.415,1,25,10.7621,3,1.64876,0.0325871,52,2.14245,5.77706,1,95,21.7203,2170,2171,1915,4,8617215,1
for-loop-index,full,10,0_00000,False,False,-1,300,17,17,False,-1,31,454131,for-loop-index/full/100/0_00000/454131/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,241,240,96,96,True,-1,32,454132,for-loop-index/full/100/0_00000/454132/,3.48726,136.0,1978,2000,240.473,1,153,10.9347,7,2.31207,0.0505296,45,9.87804,21.8052,1,175,1236.28,3738,3739,2151,6,12448512,15
for-loop-index,full,10,0_00000,False,False,-1,300,41,41,False,-1,33,454133,for-loop-index/full/100/0_00000/454133/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,False,-1,300,30,30,False,-1,34,454134,for-loop-index/full/100/0_00000/454134/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,84,83,98,98,True,-1,35,454135,for-loop-index/full/100/0_00000/454135/,2.55938,108.0,1999,2000,81.5005,2,-1,10.9656,0,-1,-1,-1,0,4.10761,1,71,51.4418,2229,2230,2010,3,6106171,0
for-loop-index,full,10,0_00000,False,True,52,51,100,100,True,-1,36,454136,for-loop-index/full/100/0_00000/454136/,4.02667,136.0,1997,2000,52.4945,1,50,10.9636,5,1.34604,0.00872093,2.00368,0.2188,4.65304,1,6,1.07247,2049,2050,2000,4,9273536,1
for-loop-index,full,10,0_00000,False,True,181,180,99,99,True,-1,37,454137,for-loop-index/full/100/0_00000/454137/,4.92131,239.0,1992,2000,180.495,1,178,10.9572,7,1.49119,0.00192061,2.00893,0.261427,3.71207,1,6,1.11921,2173,2174,1996,3,7361166,1
for-loop-index,full,10,0_00000,False,False,-1,300,17,17,False,-1,38,454138,for-loop-index/full/100/0_00000/454138/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,56,55,99,99,True,-1,39,454139,for-loop-index/full/100/0_00000/454139/,3.54296,135.0,1810,2000,53.4,1,27,10.3807,1,1.54442,0.0163292,15,0.515463,4.48288,1,53,13.1053,1907,1908,1819,3,5530336,1
for-loop-index,full,10,0_00000,False,False,-1,300,20,20,False,-1,40,454140,for-loop-index/full/100/0_00000/454140/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,157,156,96,96,True,-1,41,454141,for-loop-index/full/100/0_00000/454141/,4.29083,212.0,1777,2000,150.447,1,84,10.4836,4,2.09725,0.0629431,40.024,2.62633,54.591,1,136,3946.73,2840,2841,2021,7,11417290,8
for-loop-index,full,10,0_00000,False,False,-1,300,71,71,False,-1,42,454142,for-loop-index/full/100/0_00000/454142/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,False,-1,300,23,23,False,-1,43,454143,for-loop-index/full/100/0_00000/454143/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,False,-1,300,27,27,False,-1,44,454144,for-loop-index/full/100/0_00000/454144/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,False,-1,300,22,22,False,-1,45,454145,for-loop-index/full/100/0_00000/454145/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,True,257,256,97,97,True,-1,46,454146,for-loop-index/full/100/0_00000/454146/,3.75314,139.0,1743,2000,246.364,1,243,10.4533,7,1.49543,0.010034,2.03021,0.276086,5.51895,1,7,1.84378,1988,1989,1746,5,8378614,1
for-loop-index,full,10,0_00000,False,False,-1,300,17,17,False,-1,47,454147,for-loop-index/full/100/0_00000/454147/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,False,-1,300,79,79,False,-1,48,454148,for-loop-index/full/100/0_00000/454148/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,10,0_00000,False,False,-1,300,79,79,False,-1,49,454149,for-loop-index/full/100/0_00000/454149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,5,0_00000,False,False,-1,300,48,48,False,-1,0,455100,for-loop-index/full/100/0_00000/455100/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,5,0_00000,False,False,-1,300,41,41,False,-1,1,455101,for-loop-index/full/100/0_00000/455101/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for-loop-index,full,5,0_00000,False,True,132,131,96,96,True,-1,2,455102,for-loop-index/full/100/0_00000/455102/,2.99019,140.0,1908,2000,127.484,1,94,10.7823,5,1.67112,0.0191571,27.3457,1.69851,8.29816,1,68,311.065,2340,2341,1959,3,6656202,5
for-loop-index,full,5,0_00000,False,True,69,68,99,99,True,-1,3,455103,for-loop-index/full/100/0_00000/455103/,2.7155,94.0,1963,2000,67.4635,1,64,10.9071,4,1.67714,0.00274725,3.004,0.554806,4.62396,1,7,3.05079,2354,2355,2067,4,7728656,1
